Dy MxT   MnT   AvT   HDDay  AvDP 1HrP TPcpn WxType PDir AvSp Dir MxS SkyC MxR MnR AvSLP
   1  88    59    74.5    0    53.8  0.00  0.00  F     280  9.6  270 17  1.6  93  23  1004.5
   2  79    63    71.0    0    46.5  0.00  0.00        330  8.7  340 23  3.4  70  28  1004.5
   3  77    55    66.0    0    41.6  0.00  0.00        350  5.0  350  9  2.8  59  24  1016.8
   4  77    59    68.0    0    41.6  0.00  0.00        110  9.6  090 17  2.6  59  24  1018.6
   5  90    66    78.0    0    54.9  0.00  0.00  F     140  8.7  130 12  2.6  78  27  1018.1
   6  81    61    71.0    0    48.4  0.00  0.00        150  8.3  140 12  2.6  83  23  1017.8
   7  73    57    65.0    0    39.6  0.00  0.00        140  8.7  130 12  2.6  83  23  1017.8
   8  75    54    64.5    0    40.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
   9  86    32    59.0    0    35.7  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  10  84    64    74.0    0    55.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  11  91    59    75.0    0    55.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  12  88    59    74.5    0    53.8  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  13  79    63    71.0    0    46.5  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  14  77    55    66.0    0    41.6  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  15  77    59    68.0    0    41.6  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  16  90    66    78.0    0    54.9  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  17  81    61    71.0    0    48.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  18  73    57    65.0    0    39.6  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  19  75    54    64.5    0    40.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  20  86    32    59.0    0    35.7  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  21  84    64    74.0    0    55.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  22  91    59    75.0    0    55.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  23  88    59    74.5    0    53.8  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  24  79    63    71.0    0    46.5  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  25  77    55    66.0    0    41.6  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  26  77    59    68.0    0    41.6  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  27  90    66    78.0    0    54.9  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  28  81    61    71.0    0    48.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  29  73    57    65.0    0    39.6  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  30  75    54    64.5    0    40.4  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
  31  86    32    59.0    0    35.7  0.00  0.00        330  8.3  340 23  3.4  70  28  1017.8
